,CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MOR,NAP,FXMP,MRPP,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR_NAP,C_PT_PVEM_MOR_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MOR_NAP_FXMP,C_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MOR_NAP,C_PT_MOR_FXMP,C_PT_NAP_FXMP,C_PVEM_MOR_NAP,C_PVEM_MOR_FXMP,C_PVEM_NAP_FXMP,C_MOR_NAP_FXMP,C_PT_PVEM,C_PT_MOR,C_PT_NAP,C_PT_FXMP,C_PVEM_MOR,C_PVEM_NAP,C_PVEM_FXMP,C_MOR_NAP,C_MOR_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,TIEMPO_PROCESAMIENTO,TIEMPO_PROCESAMIENTO_MINUTOS
5668,'212872C0300,'212872C03003,'21,PUEBLA,'019,HEROICA PUEBLA DE ZARAGOZA,'2872,'03,C,'00,1,3,sin_dato,704,sin_dato,422,,,,21,50,75,,39,91,41,0,,,,,,,,,,,,22,0,0,0,0,0,0,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,0,sin_dato,343.0,704.0,724.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a4466bad27044f7e654fc4f84f134c56a6733ea0ac29c98bdb790ae63dc6b46f,2024-05-12 10:17:19,2024-05-12 10:20:04,2024-05-12 10:35:30,CATD,ESCANER,ACTA PREP,0 days 00:02:45,2.75
5669,'212873B0100,'212873B01003,'21,PUEBLA,'019,HEROICA PUEBLA DE ZARAGOZA,'2873,'01,B,'00,1,3,sin_dato,sin_dato,sin_dato,sin_dato,,,,70,55,19,,25,58,54,sin_dato,,,,,,,,,,,,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,13,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,8,0,sin_dato,302.0,592.0,612.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,d2ba7a69fe4357d6d59e9cfba72ce7ed0c16cdca7b4df2e193872dca19cbc44d,2024-05-12 10:19:52,2024-05-12 10:24:22,2024-05-12 10:36:54,CATD,ESCANER,ACTA PREP,0 days 00:04:30,4.5
5670,'212873C0100,'212873C01003,'21,PUEBLA,'019,HEROICA PUEBLA DE ZARAGOZA,'2873,'01,C,'00,1,3,sin_dato,sin_dato,sin_dato,sin_dato,,,,79,63,74,,68,68,35,sin_dato,,,,,,,,,,,,14,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,3,sin_dato,408.0,591.0,611.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,48d69b1de02316218406690ec65158a3cfe646504387d34f6317367dc14621f1,2024-05-12 10:19:51,2024-05-12 10:24:12,2024-05-12 10:41:46,CATD,ESCANER,ACTA PREP,0 days 00:04:21,4.35
5671,'210933B0100,'210933B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0933,'01,B,'00,1,3,sin_dato,667,sin_dato,sin_dato,12,8,14,23,49,58,16,63,11,17,,18,11,10,10,8,11,5,3,10,0,3,9,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,2,sin_dato,376.0,250.0,270.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,,0ebbf2ae5e19a705a8d13784a09e6aaf74977aae795c87d688cdd8f014b2a35f,2024-05-12 13:51:20,2024-05-12 14:13:11,2024-05-12 14:14:01,CATD,ESCANER,ACTA PREP,0 days 00:21:51,21.85
5672,'210934B0100,'210934B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0934,'01,B,'00,1,3,sin_dato,501,sin_dato,sin_dato,10,2,11,46,11,5,11,38,19,28,,17,1,1,1,2,5,3,4,3,2,8,0,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,1,sin_dato,230.0,393.0,413.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,,9e7448a4c2e55f553355abf5ba0e82fa155fd052dfb04404a70bf09d1eeead2c,2024-05-12 13:50:16,2024-05-12 14:10:05,2024-05-12 14:11:38,CATD,ESCANER,ACTA PREP,0 days 00:19:49,19.82
5673,'210968B0100,'210968B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0968,'01,B,'00,1,3,sin_dato,394,sin_dato,sin_dato,3,2,10,19,15,30,11,33,31,11,,6,8,6,9,10,7,6,6,1,9,7,9,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,2,sin_dato,254.0,394.0,414.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,0198997b3fb4df594ec194be096db5e5a6dd0d8b6c1a197d91a17c575757eef3,2024-05-12 14:00:29,2024-05-12 14:30:16,2024-05-12 14:39:01,CATD,ESCANER,ACTA PREP,0 days 00:29:47,29.78
5674,'211080B0100,'211080B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1080,'01,B,'00,1,3,sin_dato,152,sin_dato,sin_dato,2,2,2,13,14,2,3,10,10,8,,1,4,2,2,2,2,0,2,1,3,1,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,1,sin_dato,88.0,152.0,172.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,d5f003ec0ba556e5daf8ab0265977027c40261f6e10b1d75c7b1ba31ca53b370,2024-05-12 14:01:41,2024-05-12 14:34:26,2024-05-12 14:36:56,CATD,ESCANER,ACTA PREP,0 days 00:32:45,32.75
5675,'211081B0100,'211081B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1081,'01,B,'00,1,3,sin_dato,651,sin_dato,sin_dato,3,14,16,8,21,20,1,13,34,26,,24,18,18,17,12,12,12,7,12,2,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,sin_dato,312.0,161.0,181.0, - ,1,F,890b7030466814b276f206c971b6ad16bce3a359d67b2053047b6a113bfc76f2,2024-05-12 13:41:49,2024-05-12 14:03:37,2024-05-12 14:07:24,CATD,ESCANER,ACTA PREP,0 days 00:21:48,21.8
5676,'211082B0100,'211082B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1082,'01,B,'00,1,3,sin_dato,172,sin_dato,sin_dato,4,3,1,4,2,14,3,14,10,4,,6,5,2,2,3,2,4,1,0,1,3,2,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,0,sin_dato,90.0,172.0,192.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,cb55deb16ae8e6c674c70bae7c70f7a5e9dad8277c26201182748c5931136aea,2024-05-12 14:03:49,2024-05-12 14:37:24,2024-05-12 14:38:31,CATD,ESCANER,ACTA PREP,0 days 00:33:35,33.58
5677,'211107B0100,'211107B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1107,'01,B,'00,1,3,sin_dato,732,sin_dato,sin_dato,9,18,4,55,32,32,3,64,46,43,,10,16,2,17,1,14,4,13,14,9,6,4,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,1,sin_dato,421.0,270.0,290.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,078054bbc1ab80c658f64fc146274c64cba91bb4fe475135e124223cb21a6d2a,2024-05-12 13:34:16,2024-05-12 13:57:36,2024-05-12 14:03:45,CATD,ESCANER,ACTA PREP,0 days 00:23:20,23.33
5678,'211108B0100,'211108B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1108,'01,B,'00,1,3,sin_dato,255,sin_dato,sin_dato,6,2,2,9,21,5,4,13,11,12,,5,5,4,2,6,5,1,5,4,4,2,3,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,1,sin_dato,135.0,255.0,275.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,b0a31a111a8cb17ee86ffb649bcb291bcbd03a4bfc596989c81e418642f97dd3,2024-05-12 13:59:42,2024-05-12 14:24:36,2024-05-12 14:28:11,CATD,ESCANER,ACTA PREP,0 days 00:24:54,24.9
5679,'211109B0100,'211109B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1109,'01,B,'00,1,3,sin_dato,163,sin_dato,sin_dato,1,4,2,9,5,2,4,11,9,6,,2,1,1,2,4,2,3,0,3,1,1,1,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,0,sin_dato,74.0,163.0,183.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,b5a4418ed972be1d31ea174c6e3f63284398f5b0b827608015a274045285b21a,2024-05-12 14:00:39,2024-05-12 14:29:36,2024-05-12 14:30:47,CATD,ESCANER,ACTA PREP,0 days 00:28:57,28.95
5680,'211110B0100,'211110B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1110,'01,B,'00,1,3,sin_dato,223,sin_dato,sin_dato,1,2,5,11,15,17,2,9,21,9,,1,3,4,6,4,2,2,2,4,1,1,3,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,2,1,sin_dato,128.0,223.0,243.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,403e9b8b95791e032d7f3c90ca60227b3af3f0a23f9b825e8dd5ece7b35e913b,2024-05-12 14:01:40,2024-05-12 14:33:53,2024-05-12 14:39:27,CATD,ESCANER,ACTA PREP,0 days 00:32:13,32.22
5681,'211111B0100,'211111B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1111,'01,B,'00,1,3,sin_dato,479,sin_dato,sin_dato,4,11,12,31,2,33,4,33,26,34,,4,12,9,11,5,5,9,2,2,1,5,3,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,2,sin_dato,264.0,479.0,499.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,175930e7fe1f4db69bbc51ee60d3a18177fa0cdad101be90679a49760aeac127,2024-05-12 14:02:47,2024-05-12 14:36:35,2024-05-12 14:42:25,CATD,ESCANER,ACTA PREP,0 days 00:33:48,33.8
5682,'211111C0100,'211111C01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1111,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,478.0,498.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
5683,'211112B0100,'211112B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1112,'01,B,'00,1,3,sin_dato,170,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0.0,170.0,190.0,TODOS ILEGIBLES O SIN DATO,0,F,f014d1a3554d24d944ececc19c4b8a0b1bc37dd7f4807c9eebace8b7cefc78be,2024-05-12 14:04:23,2024-05-12 14:37:12,2024-05-12 14:47:47,CATD,ESCANER,ACTA PREP,0 days 00:32:49,32.82
5684,'211113B0100,'211113B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1113,'01,B,'00,1,3,sin_dato,261,sin_dato,sin_dato,6,7,6,13,20,1,1,10,21,16,,6,6,7,5,7,2,1,4,0,6,4,4,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,0,sin_dato,154.0,261.0,281.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,052aa7c8245af237b7d32b58b1d1bbe6a918a0a9957388c08709e82418f33d8c,2024-05-12 14:05:13,2024-05-12 14:39:00,2024-05-12 14:40:43,CATD,ESCANER,ACTA PREP,0 days 00:33:47,33.78
5685,'211115B0100,'211115B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1115,'01,B,'00,1,3,sin_dato,309,sin_dato,sin_dato,1,7,6,8,11,28,2,2,10,16,,3,7,1,5,2,4,5,1,4,5,1,2,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,1,sin_dato,132.0,309.0,329.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,30903e5a9d4a7243533945c27925ce113bc8cd774af5bf0eeb1663f1ccee8181,2024-05-12 14:06:09,2024-05-12 14:40:29,2024-05-12 14:45:27,CATD,ESCANER,ACTA PREP,0 days 00:34:20,34.33
5686,'211116B0100,'211116B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1116,'01,B,'00,1,3,sin_dato,419,sin_dato,sin_dato,7,6,8,18,7,5,3,34,31,12,,15,4,10,10,0,1,8,5,0,6,2,4,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,2,sin_dato,199.0,419.0,439.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,6c59e2bb554bf09c9118d47fd9caf5f9f8203a311a248a529fe64bc7f33fe1a2,2024-05-12 14:07:03,2024-05-12 14:47:06,2024-05-12 14:48:41,CATD,ESCANER,ACTA PREP,0 days 00:40:03,40.05
5687,'211141B0100,'211141B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1141,'01,B,'00,1,3,sin_dato,455,sin_dato,sin_dato,3,3,7,42,3,44,6,8,4,30,,14,2,7,15,12,2,7,6,2,0,8,8,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,2,1,sin_dato,236.0,749.0,769.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,21b102291ef9548b1a41661efd6b547997a28921f2d22a31791768ccdbe00266,2024-05-12 12:52:41,2024-05-12 13:10:10,2024-05-12 13:13:33,CATD,ESCANER,ACTA PREP,0 days 00:17:29,17.48
5688,'211142B0100,'211142B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1142,'01,B,'00,1,3,sin_dato,558,sin_dato,sin_dato,16,11,5,17,23,26,10,49,9,52,,22,10,11,3,13,8,10,9,2,7,3,1,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,2,sin_dato,319.0,558.0,578.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,,f24bab33f817cda691032ce5f6544fc512c8ef4ebf7600baa5d1f73c73e2f427,2024-05-12 14:11:19,2024-05-12 14:48:26,2024-05-12 14:52:17,CATD,ESCANER,ACTA PREP,0 days 00:37:07,37.12
5689,'211142C0100,'211142C01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1142,'01,C,'00,1,3,sin_dato,558,sin_dato,sin_dato,4,12,8,11,25,10,11,42,29,24,,20,6,12,2,8,9,11,9,6,8,7,2,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,2,0,sin_dato,278.0,558.0,578.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,,23b85a49d9b5cd8f4b3f9b419d067e5aa1bdbf2e572311312a50b4ef5b01ca35,2024-05-12 14:10:30,2024-05-12 14:46:00,2024-05-12 14:47:33,CATD,ESCANER,ACTA PREP,0 days 00:35:30,35.5
5690,'211143B0100,'211143B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1143,'01,B,'00,1,3,sin_dato,583,sin_dato,sin_dato,11,7,14,8,8,29,4,43,9,9,,22,16,16,9,3,8,4,4,1,7,2,3,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,2,sin_dato,244.0,583.0,603.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,,99a4b447ef68ef1162bf58c5bc77636ed1e0724432f2a0f57ca60e101895ab76,2024-05-12 14:09:35,2024-05-12 14:44:54,2024-05-12 14:45:30,CATD,ESCANER,ACTA PREP,0 days 00:35:19,35.32
5691,'211144B0100,'211144B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1144,'01,B,'00,1,3,sin_dato,614,sin_dato,sin_dato,9,18,14,10,56,9,4,34,26,11,,26,1,18,13,6,10,13,7,9,6,11,12,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,2,2,sin_dato,327.0,614.0,634.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,,7d52b1fa11e322f0053d3c4220156f8edebe01ce13ff5bdfc2b06489287e4a20,2024-05-12 14:08:22,2024-05-12 14:50:39,2024-05-12 14:54:45,CATD,ESCANER,ACTA PREP,0 days 00:42:17,42.28
5692,'211146B0100,'211146B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1146,'01,B,'00,1,3,sin_dato,425,sin_dato,sin_dato,1,12,3,27,35,33,5,39,26,5,,2,11,6,10,11,1,4,5,7,5,1,10,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,1,sin_dato,261.0,425.0,445.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,,3397d7d43b052ea3852247b4b301555eb890afa9cbd3085b0f9e279d30cb4942,2024-05-12 14:06:55,2024-05-12 14:41:04,2024-05-12 14:44:30,CATD,ESCANER,ACTA PREP,0 days 00:34:09,34.15
5693,'211146C0100,'211146C01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1146,'01,C,'00,1,3,sin_dato,425,sin_dato,sin_dato,6,1,1,35,15,7,11,37,19,10,,6,5,12,5,0,7,8,1,2,6,3,2,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,2,2,sin_dato,203.0,425.0,445.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,,c007988290b31aadf63850ad7d2aa38b775ab24a070a62b35e6bc18d50c8a087,2024-05-12 14:05:54,2024-05-12 14:41:23,2024-05-12 14:44:29,CATD,ESCANER,ACTA PREP,0 days 00:35:29,35.48
5694,'211161B0100,'211161B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1161,'01,B,'00,1,3,sin_dato,615,sin_dato,sin_dato,8,1,10,20,40,40,3,10,30,10,,18,6,3,10,5,1,8,1,2,2,4,14,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,3,sin_dato,249.0,615.0,635.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,,1d0d74dce3507cb499700105fb8a6b71a57f177aa55af5f417c8652689410743,2024-05-12 14:04:59,2024-05-12 14:38:45,2024-05-12 14:41:01,CATD,ESCANER,ACTA PREP,0 days 00:33:46,33.77
5695,'211162B0100,'211162B01003,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'1162,'01,B,'00,1,3,sin_dato,706,sin_dato,sin_dato,14,11,16,53,9,55,20,64,46,65,,6,2,5,6,2,3,4,14,4,13,12,15,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,2,sin_dato,444.0,706.0,726.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,,d6e740923575e57549ec2ef78128ffbc86458a73dc6d0f484cd031e94e0fe8a6,2024-05-12 14:04:07,2024-05-12 14:38:39,2024-05-12 14:40:45,CATD,ESCANER,ACTA PREP,0 days 00:34:32,34.53
5696,'211249B0100,'211249B01003,'21,PUEBLA,'020,HEROICA PUEBLA DE ZARAGOZA,'1249,'01,B,'00,1,3,sin_dato,742,sin_dato,sin_dato,16,9,11,30,43,32,19,31,14,54,,29,21,21,16,21,8,2,4,2,1,14,1,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,6,3,sin_dato,408.0,742.0,762.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,7299fcde35adcf71eccfb55dfa90f81dbf3a014b6d0862a1f230732b68b59ece,2024-05-12 17:03:52,2024-05-12 17:04:46,2024-05-12 17:08:51,CATD,ESCANER,ACTA PREP,0 days 00:00:54,0.9
5697,'211249C0100,'211249C01003,'21,PUEBLA,'020,HEROICA PUEBLA DE ZARAGOZA,'1249,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,742.0,762.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
