,CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO,DISTRITO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MOR,NAP,FXMP,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR_NAP,C_PT_PVEM_MOR_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MOR_NAP_FXMP,C_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MOR_NAP,C_PT_MOR_FXMP,C_PT_NAP_FXMP,C_PVEM_MOR_NAP,C_PVEM_MOR_FXMP,C_PVEM_NAP_FXMP,C_MOR_NAP_FXMP,C_PT_PVEM,C_PT_MOR,C_PT_NAP,C_PT_FXMP,C_PVEM_MOR,C_PVEM_NAP,C_PVEM_FXMP,C_MOR_NAP,C_MOR_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,TIEMPO_PROCESAMIENTO,TIEMPO_PROCESAMIENTO_MINUTOS
8093,'212116C0200,'212116C02002,'21,PUEBLA,'013,TEPEACA,'2116,'02,C,'00,2,2,sin_dato,587,sin_dato,sin_dato,23,25,14,5,4,22,10,12,2,12,3,0,7,2,5,2,7,7,5,2,5,10,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,2,8,sin_dato,194.0,587.0,607.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,b426fc3d0f293adeb261847431a708d147c891f432f42b2a2c30457c79725dc5,2024-05-12 14:02:07,2024-05-12 14:32:26,2024-05-12 14:34:31,CATD,ESCANER,ACTA PREP,0 days 00:30:19,30.32
8094,'212116C0300,'212116C03002,'21,PUEBLA,'013,TEPEACA,'2116,'03,C,'00,2,2,sin_dato,587,sin_dato,sin_dato,24,3,15,8,15,22,26,2,23,4,0,3,1,5,1,3,5,7,6,0,0,15,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,7,8,sin_dato,203.0,587.0,607.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,761efc97ac0c653b91beb1c97d21c5f5de0572eabc071da9da348e2257d1ba6b,2024-05-12 14:02:15,2024-05-12 14:32:26,2024-05-12 14:37:35,CATD,ESCANER,ACTA PREP,0 days 00:30:11,30.18
8095,'212116E0100,'212116E01002,'21,PUEBLA,'013,TEPEACA,'2116,'01,E,'00,2,2,sin_dato,585,sin_dato,sin_dato,7,10,0,24,12,184,16,5,6,27,5,7,5,1,3,0,2,2,2,3,2,15,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,2,sin_dato,344.0,585.0,605.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a6588bc747cbba3b74f89e64731a1c407121ab468047cea1271210e980528833,2024-05-12 14:02:16,2024-05-12 14:33:12,2024-05-12 14:36:16,CATD,ESCANER,ACTA PREP,0 days 00:30:56,30.93
8096,'212184B0100,'212184B01002,'21,PUEBLA,'024,TEHUACAN,'2184,'01,B,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,504.0,524.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8097,'212184C0100,'212184C01002,'21,PUEBLA,'024,TEHUACAN,'2184,'01,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,504.0,524.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8098,'212184C0200,'212184C02002,'21,PUEBLA,'024,TEHUACAN,'2184,'02,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,503.0,523.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8099,'212184S0100,'212184S01002E,'21,PUEBLA,'024,TEHUACAN,'2184,'01,S,'00,1,2E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,1000.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8100,'212185B0100,'212185B01002,'21,PUEBLA,'024,TEHUACAN,'2185,'01,B,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,544.0,564.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8101,'212185C0100,'212185C01002,'21,PUEBLA,'024,TEHUACAN,'2185,'01,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,544.0,564.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8102,'212185C0200,'212185C02002,'21,PUEBLA,'024,TEHUACAN,'2185,'02,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,544.0,564.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8103,'212186B0100,'212186B01002,'21,PUEBLA,'024,TEHUACAN,'2186,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,533.0,553.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8104,'212186C0100,'212186C01002,'21,PUEBLA,'024,TEHUACAN,'2186,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,532.0,552.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8105,'212187B0100,'212187B01002,'21,PUEBLA,'024,TEHUACAN,'2187,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,494.0,514.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8106,'212187C0100,'212187C01002,'21,PUEBLA,'024,TEHUACAN,'2187,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,493.0,513.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8107,'212190B0100,'212190B01002,'21,PUEBLA,'024,TEHUACAN,'2190,'01,B,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,658.0,678.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8108,'212190C0100,'212190C01002,'21,PUEBLA,'024,TEHUACAN,'2190,'01,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,657.0,677.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8109,'212190C0200,'212190C02002,'21,PUEBLA,'024,TEHUACAN,'2190,'02,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,657.0,677.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8110,'212190C0300,'212190C03002,'21,PUEBLA,'024,TEHUACAN,'2190,'03,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,657.0,677.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8111,'212190C0400,'212190C04002,'21,PUEBLA,'024,TEHUACAN,'2190,'04,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,657.0,677.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8112,'212191B0100,'212191B01002,'21,PUEBLA,'024,TEHUACAN,'2191,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,594.0,614.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8113,'212191C0100,'212191C01002,'21,PUEBLA,'024,TEHUACAN,'2191,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,593.0,613.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8114,'212191E0100,'212191E01002,'21,PUEBLA,'024,TEHUACAN,'2191,'01,E,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,625.0,645.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8115,'212191E0101,'212191E01012,'21,PUEBLA,'024,TEHUACAN,'2191,'01,E,'01,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,624.0,644.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8116,'212192B0100,'212192B01002,'21,PUEBLA,'024,TEHUACAN,'2192,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,478.0,498.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8117,'212192C0100,'212192C01002,'21,PUEBLA,'024,TEHUACAN,'2192,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,478.0,498.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8118,'212192E0100,'212192E01002,'21,PUEBLA,'024,TEHUACAN,'2192,'01,E,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,523.0,543.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8119,'212193B0100,'212193B01002,'21,PUEBLA,'024,TEHUACAN,'2193,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,704.0,724.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8120,'212193C0100,'212193C01002,'21,PUEBLA,'024,TEHUACAN,'2193,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,704.0,724.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8121,'212193C0200,'212193C02002,'21,PUEBLA,'024,TEHUACAN,'2193,'02,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,703.0,723.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8122,'212193C0300,'212193C03002,'21,PUEBLA,'024,TEHUACAN,'2193,'03,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,703.0,723.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8123,'212194B0100,'212194B01002,'21,PUEBLA,'024,TEHUACAN,'2194,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,567.0,587.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8124,'212194C0100,'212194C01002,'21,PUEBLA,'024,TEHUACAN,'2194,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,566.0,586.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8125,'212194E0100,'212194E01002,'21,PUEBLA,'024,TEHUACAN,'2194,'01,E,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,727.0,747.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8126,'212195B0100,'212195B01002,'21,PUEBLA,'024,TEHUACAN,'2195,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,451.0,471.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8127,'212195C0100,'212195C01002,'21,PUEBLA,'024,TEHUACAN,'2195,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,451.0,471.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8128,'212195E0100,'212195E01002,'21,PUEBLA,'024,TEHUACAN,'2195,'01,E,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,438.0,458.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8129,'212195E0200,'212195E02002,'21,PUEBLA,'024,TEHUACAN,'2195,'02,E,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,447.0,467.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8130,'212196B0100,'212196B01002,'21,PUEBLA,'024,TEHUACAN,'2196,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,596.0,616.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8131,'212196C0100,'212196C01002,'21,PUEBLA,'024,TEHUACAN,'2196,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,595.0,615.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8132,'212196C0200,'212196C02002,'21,PUEBLA,'024,TEHUACAN,'2196,'02,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,595.0,615.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8133,'212196E0100,'212196E01002,'21,PUEBLA,'024,TEHUACAN,'2196,'01,E,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,501.0,521.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8134,'212197B0100,'212197B01002,'21,PUEBLA,'024,TEHUACAN,'2197,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,732.0,752.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8135,'212197C0100,'212197C01002,'21,PUEBLA,'024,TEHUACAN,'2197,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,732.0,752.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8136,'212197E0100,'212197E01002,'21,PUEBLA,'024,TEHUACAN,'2197,'01,E,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,500.0,520.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8137,'212198B0100,'212198B01002,'21,PUEBLA,'024,TEHUACAN,'2198,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,649.0,669.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8138,'212198C0100,'212198C01002,'21,PUEBLA,'024,TEHUACAN,'2198,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,649.0,669.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8139,'212198E0100,'212198E01002,'21,PUEBLA,'024,TEHUACAN,'2198,'01,E,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,615.0,635.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8140,'212199B0100,'212199B01002,'21,PUEBLA,'024,TEHUACAN,'2199,'01,B,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,640.0,660.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8141,'212199C0100,'212199C01002,'21,PUEBLA,'024,TEHUACAN,'2199,'01,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,639.0,659.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8142,'212199C0200,'212199C02002,'21,PUEBLA,'024,TEHUACAN,'2199,'02,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,639.0,659.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8143,'212199C0300,'212199C03002,'21,PUEBLA,'024,TEHUACAN,'2199,'03,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,639.0,659.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8144,'212199C0400,'212199C04002,'21,PUEBLA,'024,TEHUACAN,'2199,'04,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,639.0,659.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8145,'212200B0100,'212200B01002,'21,PUEBLA,'024,TEHUACAN,'2200,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,599.0,619.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8146,'212200C0100,'212200C01002,'21,PUEBLA,'024,TEHUACAN,'2200,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,599.0,619.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8147,'212200C0200,'212200C02002,'21,PUEBLA,'024,TEHUACAN,'2200,'02,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,599.0,619.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8148,'212200C0300,'212200C03002,'21,PUEBLA,'024,TEHUACAN,'2200,'03,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,598.0,618.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8149,'212201B0100,'212201B01002,'21,PUEBLA,'026,AJALPAN,'2201,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,723.0,743.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8150,'212201C0100,'212201C01002,'21,PUEBLA,'026,AJALPAN,'2201,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,723.0,743.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8151,'212201E0100,'212201E01002,'21,PUEBLA,'026,AJALPAN,'2201,'01,E,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,411.0,431.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
8152,'212201E0200,'212201E02002,'21,PUEBLA,'026,AJALPAN,'2201,'02,E,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,521.0,541.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
