AYUNTAMIENTOS
03/06/2024 20:00 (UTC-6)

ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
8352,7897,12,7885,94.4085,6958,83.3093,13.6254,927,4169515,2687769.0,2682757.0,64.4623

CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MORENA,NAP,FXMP,CAND_IND_1,CAND_IND_2,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA_NAP,C_PT_PVEM_MORENA_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MORENA_NAP_FXMP,C_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MORENA_NAP,C_PT_MORENA_FXMP,C_PT_NAP_FXMP,C_PVEM_MORENA_NAP,C_PVEM_MORENA_FXMP,C_PVEM_NAP_FXMP,C_MORENA_NAP_FXMP,C_PT_PVEM,C_PT_MORENA,C_PT_NAP,C_PT_FXMP,C_PVEM_MORENA,C_PVEM_NAP,C_PVEM_FXMP,C_MORENA_NAP,C_MORENA_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'211526B0100,'211526B01004,'21,PUEBLA,'115,PUEBLA,'1526,'01,B,'00,1,4,167,374,7,381,146,27,3,8,13,22,1,126,2,6,-,-,3,4,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,381,380,507,20, - ,1,F,1bd5ea982de478de04a09b7e8ad2104aa5524ab4de5b085b0011d558bb9109bb,03/06/2024 00:14:12,03/06/2024 00:15:33,03/06/2024 00:18:48,CASILLA,MOVIL,ACTA PREP
'211526C0100,'211526C01004,'21,PUEBLA,'115,PUEBLA,'1526,'01,C,'00,1,4,185,349,7,356,117,8,2,10,15,25,0,134,5,3,-,-,1,5,0,0,0,4,0,0,0,0,0,3,1,1,0,1,1,7,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6,353,353,507,20, - ,1,F,6334c8300e2f5de6cc6bc12072e184c2e1db8609f19f7a73827d560c1397eb27,03/06/2024 00:20:49,03/06/2024 00:21:59,03/06/2024 01:35:03,CASILLA,MOVIL,ACTA PREP
'211527B0100,'211527B01004,'21,PUEBLA,'115,PUEBLA,'1527,'01,B,'00,1,4,146,331,6,337,127,18,2,10,8,30,1,108,1,2,-,-,2,3,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,337,337,450,20, - ,1,F,1ff3e04f53f6c7784c766ae44ba4be299b43c9e43eb1ae65fbe3ae6e0713c270,03/06/2024 02:22:11,03/06/2024 03:35:26,03/06/2024 03:37:59,CATD,ESCANER,ACTA PREP
'211527C0100,'211527C01004,'21,PUEBLA,'115,PUEBLA,'1527,'01,C,'00,1,4,139,340,4,344,130,11,2,9,11,28,1,116,3,3,-,-,7,1,1,0,0,3,1,0,0,0,0,3,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,346,346,450,20, - ,1,F,0cb0188c6150ba43cf39a79621984482ec39cfb9ef0541fe80644ab609e8ee1b,03/06/2024 02:18:40,03/06/2024 03:32:03,03/06/2024 03:35:54,CATD,ESCANER,ACTA PREP
'211528B0100,'211528B01004,'21,PUEBLA,'115,PUEBLA,'1528,'01,B,'00,1,4,120,294,7,301,59,22,2,2,9,22,2,167,5,3,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,300,300,387,20, - ,1,F,ad55e9091e4e5ac4c206119c8bd0084ae26362d1b9bc15b0f315cc347db78ad7,03/06/2024 01:04:21,03/06/2024 01:05:24,03/06/2024 01:08:20,CATD,ESCANER,ACTA PREP
'211528C0100,'211528C01004,'21,PUEBLA,'115,PUEBLA,'1528,'01,C,'00,1,4,130,282,7,289,65,22,2,7,7,12,0,125,3,3,-,-,0,0,0,0,0,0,0,0,0,0,0,10,3,SIN DATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,SIN DATO,267,386,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,cceb575bfdb5866175bca46a9cbebda3e8b53d2da9285878bc0a51936d06da0c,03/06/2024 05:30:23,03/06/2024 05:32:52,03/06/2024 05:34:39,CATD,ESCANER,ACTA PREP
'211529B0100,'211529B01004,'21,PUEBLA,'115,PUEBLA,'1529,'01,B,'00,1,4,261,457,11,468,123,31,2,9,15,31,1,185,4,1,-,-,1,3,0,0,0,5,0,0,0,0,0,6,1,1,0,2,2,3,1,0,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,13,446,446,677,20, - ,1,F,683e549e01f64cb7dcb21f19cb546cfc4543d4afa4cfa16338b092caf8ec1738,03/06/2024 06:28:31,03/06/2024 07:45:03,03/06/2024 07:46:26,CATD,ESCANER,ACTA PREP
'211529C0100,'211529C01004,'21,PUEBLA,'115,PUEBLA,'1529,'01,C,'00,1,4,255,447,8,455,102,28,3,10,18,27,2,219,1,2,-,-,2,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,0,0,2,16,SIN DATO,454,676,20, - ,1,F,306ad757c20defd03dedd444ff22a1f1ea500973a35edc448d8f76cec3ef58e0,03/06/2024 03:16:06,03/06/2024 04:32:38,03/06/2024 04:36:43,CATD,ESCANER,ACTA PREP
'211530B0100,'211530B01004,'21,PUEBLA,'115,PUEBLA,'1530,'01,B,'00,1,4,270,479,10,489,129,28,4,10,20,22,3,211,4,2,-,-,5,8,0,0,0,6,0,0,0,0,0,2,1,0,0,1,2,13,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,13,489,489,726,20, - ,1,F,a45257458409067db07b0e998da1b1f29b8d1da19a4691e4388a9a6b4fef123a,03/06/2024 02:29:07,03/06/2024 03:15:46,03/06/2024 03:24:39,CASILLA,MOVIL,ACTA PREP
'211530C0100,'211530C01004,'21,PUEBLA,'115,PUEBLA,'1530,'01,C,'00,1,4,242,508,9,517,147,27,2,12,23,34,4,196,4,2,-,-,6,3,SIN DATO,SIN DATO,SIN DATO,3,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,8,SIN DATO,SIN DATO,SIN DATO,SIN DATO,1,10,1,SIN DATO,SIN DATO,SIN DATO,SIN DATO,1,SIN DATO,SIN DATO,SIN DATO,1,1,SIN DATO,SIN DATO,1,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,15,517,502,725,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a1d356668394471d6da6116b04b1b66d0f6c2d167d4c36bfe6a3eccae86bd645,03/06/2024 02:36:22,03/06/2024 03:34:12,03/06/2024 03:40:25,CASILLA,MOVIL,ACTA PREP
'211531B0100,'211531B01004,'21,PUEBLA,'115,PUEBLA,'1531,'01,B,'00,1,4,264,463,9,472,103,44,2,18,51,22,3,210,5,1,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,469,469,702,20, - ,1,F,0e6e41f4a9cd598e6052c71693cb08bb81205ee47aadabd3be8234f31d41ddce,02/06/2024 23:02:55,02/06/2024 23:04:36,02/06/2024 23:05:43,CASILLA,MOVIL,ACTA PREP
'211531C0100,'211531C01004,'21,PUEBLA,'115,PUEBLA,'1531,'01,C,'00,1,4,252,470,9,479,130,33,3,5,18,25,2,218,1,3,-,-,6,7,0,0,0,2,0,0,0,0,0,4,2,1,0,0,0,5,0,0,0,1,0,1,0,0,0,0,3,0,0,3,0,0,0,1,0,0,5,479,479,701,20, - ,1,F,047910a694c3907d403b79e684cce5bd63ebb0208f5b18ed9dce0dbef08827e9,02/06/2024 22:57:12,02/06/2024 23:00:17,02/06/2024 23:03:09,CASILLA,MOVIL,ACTA PREP
'211532B0100,'211532B01004,'21,PUEBLA,'115,PUEBLA,'1532,'01,B,'00,1,4,225,434,5,439,110,22,5,7,16,22,4,211,1,5,-,-,0,2,0,0,0,3,0,0,0,0,0,2,2,0,0,1,0,8,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,1,0,0,11,442,439,632,20, - ,1,F,5ea57235d3900062e476ef857937d3ddf8023826d2dc72bf0406c3fe167f094f,03/06/2024 01:26:07,03/06/2024 01:29:00,03/06/2024 02:00:58,CASILLA,MOVIL,ACTA PREP
'211532C0100,'211532C01004,'21,PUEBLA,'115,PUEBLA,'1532,'01,C,'00,1,4,256,400,7,407,88,21,2,11,15,28,1,175,1,4,-,-,0,7,0,0,0,2,0,2,0,0,0,5,5,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,1,0,0,0,16,405,405,631,20, - ,1,F,edbb3706b35e806e6e81f8c06d7bb59bd6f5abc8c147f28ec148b57193be9616,03/06/2024 01:34:09,03/06/2024 01:42:05,03/06/2024 01:43:37,CASILLA,MOVIL,ACTA PREP
'211533B0100,'211533B01004,'21,PUEBLA,'115,PUEBLA,'1533,'01,B,'00,1,4,119,458,6,464,235,23,0,8,10,26,0,107,2,0,-,-,1,6,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,6,449,449,632,20, - ,1,F,e8bd0d19c1c9fddc01f8e96c0eae18b0f8de102ac5765dfbfcef2f41ede9749f,03/06/2024 05:44:46,03/06/2024 07:03:40,03/06/2024 07:07:23,CATD,ESCANER,ACTA PREP
'211533C0100,'211533C01004,'21,PUEBLA,'115,PUEBLA,'1533,'01,C,'00,1,4,207,454,5,459,236,28,3,0,4,27,1,124,2,1,-,-,6,9,0,0,0,3,0,0,0,0,0,3,3,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,467,464,632,20, - ,1,F,3109b26970c02803bd19f71385530ef6b17b9c5c9a061c6e3e4617bac5189b5b,03/06/2024 05:39:10,03/06/2024 06:57:43,03/06/2024 07:42:16,CATD,ESCANER,ACTA PREP
'211533C0200,'211533C02004,'21,PUEBLA,'115,PUEBLA,'1533,'02,C,'00,1,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,-,-,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,SIN DATO,0,632,20,TODOS ILEGIBLES O SIN DATO,0,F,485d40db3c87faf2fa094ee46441109d65d7212a210601567ac5a26ed03f7597,03/06/2024 05:39:38,03/06/2024 06:57:14,03/06/2024 06:57:28,CATD,ESCANER,ACTA PREP
'211534B0100,'211534B01004,'21,PUEBLA,'115,PUEBLA,'1534,'01,B,'00,1,4,308,425,6,431,109,19,0,15,22,28,2,197,3,0,-,-,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,433,411,706,20, - ,1,F,c098a92eb9a78263ff36e8262d6738fb3f6c24fa3d1e4cad58a2f7ab7f300d12,03/06/2024 01:57:47,03/06/2024 02:11:51,03/06/2024 02:13:50,CASILLA,MOVIL,ACTA PREP
'211534C0100,'211534C01004,'21,PUEBLA,'115,PUEBLA,'1534,'01,C,'00,1,4,300,454,6,460,115,23,4,2,20,28,0,204,3,2,-,-,6,2,0,0,1,2,1,0,0,0,0,4,1,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,13,453,444,706,20, - ,1,F,54c6e18ba015ab8862036cc133afc1fdd67800dcbeabaa1f0d669dbdcdd77696,03/06/2024 01:07:50,03/06/2024 01:09:21,03/06/2024 01:09:39,CASILLA,MOVIL,ACTA PREP
'211534C0200,'211534C02004,'21,PUEBLA,'115,PUEBLA,'1534,'02,C,'00,1,4,294,436,7,443,106,16,0,12,ILEGIBLE,32,1,ILEGIBLE,7,4,-,-,2,7,0,0,0,3,0,0,0,0,0,ILEGIBLE,2,1,0,0,0,16,1,0,0,0,0,0,0,0,0,2,2,1,0,4,0,0,0,1,0,0,17,448,237,705,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2e477ad768e0f821d31cf46a6b21ac9bb279e467d4a595f17724d5107dbf1551,03/06/2024 02:23:45,03/06/2024 03:03:41,03/06/2024 03:12:02,CASILLA,MOVIL,ACTA PREP
'211534C0300,'211534C03004,'21,PUEBLA,'115,PUEBLA,'1534,'03,C,'00,1,4,287,443,6,736,121,19,2,9,10,19,3,203,6,4,-,-,0,5,1,0,0,2,0,0,1,0,0,3,1,0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,4,0,0,4,0,0,0,0,1,1,14,440,440,705,20, - ,1,F,b3ea8dc6f6039b545ac679c41e5cf12dfb6089713b68347daea9786dac74b05f,03/06/2024 01:21:01,03/06/2024 01:23:49,03/06/2024 01:25:25,CASILLA,MOVIL,ACTA PREP
'211534C0400,'211534C04004,'21,PUEBLA,'115,PUEBLA,'1534,'04,C,'00,1,4,292,440,5,445,109,22,3,13,11,27,0,202,0,1,-,-,5,7,0,0,0,6,0,0,0,0,0,3,2,0,0,0,0,9,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,0,0,0,0,22,449,449,705,20, - ,1,F,04365607c7ae655e9ddc8230427731a442bd0210fce74f14439d1b6222ea0b40,03/06/2024 01:14:31,03/06/2024 01:17:58,03/06/2024 01:49:21,CASILLA,MOVIL,ACTA PREP
'211534C0500,'211534C05004,'21,PUEBLA,'115,PUEBLA,'1534,'05,C,'00,1,4,290,445,5,450,98,28,2,9,21,25,0,216,6,1,-,-,0,1,1,0,0,4,0,0,0,0,0,2,1,1,0,1,2,8,0,0,0,0,0,1,0,0,0,1,3,0,0,3,0,0,0,0,0,0,16,451,451,705,20, - ,1,F,4d7fc2e8ca53c570277a9b7c27ec73c091cfe663d14893aaebc50413d1ddeb8b,03/06/2024 00:15:54,03/06/2024 00:17:53,03/06/2024 00:56:33,CASILLA,MOVIL,ACTA PREP
'211537B0100,'211537B01004,'21,PUEBLA,'115,PUEBLA,'1537,'01,B,'00,1,4,298,384,7,391,85,17,5,15,22,18,1,179,2,2,-,-,3,5,1,0,0,1,1,0,0,0,0,6,1,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,5,1,0,0,1,0,0,8,389,389,659,20, - ,1,F,21b1ae78f57e1bda4db0dd12e517e6f5be49d7ca2e72546728108e7a78d6fdb7,03/06/2024 06:14:34,03/06/2024 07:33:17,03/06/2024 08:25:19,CATD,ESCANER,ACTA PREP
'211537C0100,'211537C01004,'21,PUEBLA,'115,PUEBLA,'1537,'01,C,'00,1,4,322,366,6,372,77,14,0,18,17,26,2,161,6,2,-,-,3,7,0,0,0,2,0,0,1,0,0,4,3,1,0,2,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,20,378,378,659,20, - ,1,F,ce1e3d17c4cda4ad64a55e619e94d7bc844f61292db30ffbbb894bce642fb18a,03/06/2024 06:14:59,03/06/2024 07:33:54,03/06/2024 08:25:21,CATD,ESCANER,ACTA PREP
'211537C0200,'211537C02004,'21,PUEBLA,'115,PUEBLA,'1537,'02,C,'00,1,4,314,366,8,374,110,9,2,10,9,26,2,170,5,0,-,-,2,2,1,0,0,2,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,3,3,0,0,3,0,0,0,0,0,0,11,389,378,659,20, - ,1,F,679f83c34d9c19a9188038c8438141d547e14c581a03b1a8609e01496445b530,03/06/2024 05:59:04,03/06/2024 07:19:57,03/06/2024 08:07:07,CATD,ESCANER,ACTA PREP
'211537C0300,'211537C03004,'21,PUEBLA,'115,PUEBLA,'1537,'03,C,'00,1,4,291,393,8,401,98,17,0,17,18,27,2,172,3,0,-,-,4,3,1,0,0,1,0,0,0,0,0,2,3,0,0,1,1,11,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,2,10,400,399,659,20, - ,1,F,c9fe3694987027f6915bd00c7c9b5de26d86652b287596675c46e940905c0933,02/06/2024 23:48:34,02/06/2024 23:51:21,03/06/2024 00:02:33,CASILLA,MOVIL,ACTA PREP
'211537C0400,'211537C04004,'21,PUEBLA,'115,PUEBLA,'1537,'04,C,'00,1,4,325,359,359,365,95,14,1,7,21,23,0,159,2,6,-,-,0,3,0,1,0,6,1,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,1,0,0,0,10,364,364,658,20, - ,1,F,3ffa7e9680aa92b87d961f84720bf7eb1535c569416867d58e9a722270064c99,03/06/2024 01:56:29,03/06/2024 02:10:27,03/06/2024 02:13:12,CASILLA,MOVIL,ACTA PREP
'211537C0500,'211537C05004,'21,PUEBLA,'115,PUEBLA,'1537,'05,C,'00,1,4,303,380,7,387,85,15,0,6,15,40,5,166,5,1,-,-,2,5,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,378,363,658,20, - ,1,F,978d67289ed72bb149ff82dfccd09534e6b7c63afcdc01e4786c5f94b62d0567,03/06/2024 02:12:52,03/06/2024 02:38:31,03/06/2024 02:42:09,CASILLA,MOVIL,ACTA PREP
'211538B0100,'211538B01004,'21,PUEBLA,'115,PUEBLA,'1538,'01,B,'00,1,4,250,430,4,434,116,24,1,10,13,20,1,180,4,4,-,-,1,5,1,0,0,4,0,0,0,0,0,5,2,0,0,0,0,8,1,0,0,1,0,0,1,0,0,2,1,0,0,7,0,0,0,0,0,0,13,434,425,652,20, - ,1,F,8e614e61839b57955037d7a0c36779fd37ed2d65d583a139c721f5315e4d1c09,03/06/2024 05:55:08,03/06/2024 07:16:07,03/06/2024 07:21:37,CATD,ESCANER,ACTA PREP
'211538C0100,'211538C01004,'21,PUEBLA,'115,PUEBLA,'1538,'01,C,'00,1,4,260,419,6,425,130,13,1,9,19,32,1,170,4,3,-,-,2,1,0,1,0,3,0,0,0,0,0,7,3,0,0,1,0,9,1,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,7,425,425,651,20, - ,1,F,3c0b15bcdedfbbcd8d339bd4dfdda4d19417597a6dfeee83a9edc89a6ad7c216,03/06/2024 02:16:10,03/06/2024 03:29:52,03/06/2024 03:35:03,CATD,ESCANER,ACTA PREP
'211539B0100,'211539B01004,'21,PUEBLA,'115,PUEBLA,'1539,'01,B,'00,1,4,283,467,3,470,135,18,2,12,15,30,1,201,5,1,-,-,0,6,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0,10,0,1,0,0,0,1,0,0,0,2,3,0,0,5,0,0,0,0,0,0,13,468,468,718,20, - ,1,F,f155f21e7ecdc42649922c795fc6b7a468e246afc65c0338fe5476bfb7662f5e,02/06/2024 23:03:10,02/06/2024 23:06:43,03/06/2024 00:59:10,CASILLA,MOVIL,ACTA PREP
'211539C0100,'211539C01004,'21,PUEBLA,'115,PUEBLA,'1539,'01,C,'00,1,4,282,465,5,470,130,23,2,8,23,30,2,194,3,2,-,-,2,11,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,4,0,0,3,0,0,0,0,0,0,14,471,460,718,20, - ,1,F,527753f1d8216d7acc2e6956aad16ef948f7b4d03d9440d6bce520acf59bf691,02/06/2024 22:51:40,02/06/2024 22:54:33,02/06/2024 22:58:57,CASILLA,MOVIL,ACTA PREP
'211540B0100,'211540B01004,'21,PUEBLA,'115,PUEBLA,'1540,'01,B,'00,1,4,169,284,5,289,66,17,3,15,15,22,0,116,0,0,-,-,2,1,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,11,0,0,0,0,0,0,1,0,0,1,1,0,0,6,0,0,0,0,0,0,4,288,288,424,20, - ,1,F,b0391dc741f3ceeb8acc24907fcff6876e95438550fe052909b7a049e36349e3,02/06/2024 23:23:03,02/06/2024 23:25:46,02/06/2024 23:32:02,CASILLA,MOVIL,ACTA PREP
'211540C0100,'211540C01004,'21,PUEBLA,'115,PUEBLA,'1540,'01,C,'00,1,4,164,283,6,289,68,10,4,9,14,6,0,148,1,0,-,-,0,4,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,1,8,294,294,424,20, - ,1,F,bab723382c972397943117ec9d18c4236a06b7ec64a4c1fdb94efc21202562de,02/06/2024 23:26:18,02/06/2024 23:28:29,02/06/2024 23:31:37,CASILLA,MOVIL,ACTA PREP
'211541B0100,'211541B01004,'21,PUEBLA,'115,PUEBLA,'1541,'01,B,'00,1,4,296,334,6,340,75,14,4,5,16,35,1,124,4,0,-,-,2,3,0,0,0,3,0,0,0,0,0,4,1,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0,0,0,12,308,319,604,20, - ,1,F,cffd9ffa801395432670b3b287204f2f03670b5412cf20406eb6fd8393099a4f,03/06/2024 05:10:40,03/06/2024 06:27:01,03/06/2024 06:59:51,CATD,ESCANER,ACTA PREP
'211541C0100,'211541C01004,'21,PUEBLA,'115,PUEBLA,'1541,'01,C,'00,1,4,155,389,5,394,75,16,2,15,19,25,2,171,4,1,-,-,6,9,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,6,1,0,0,0,0,0,1,0,0,2,3,0,0,3,1,0,1,0,0,2,15,396,385,603,20, - ,1,F,4abd4df325cbb04391efa7cbee5c14664cc3435f919e388d62bc30176710e8f0,03/06/2024 05:02:43,03/06/2024 06:22:29,03/06/2024 06:55:07,CATD,ESCANER,ACTA PREP
'211549B0100,'211549B01004,'21,PUEBLA,'115,PUEBLA,'1549,'01,B,'00,1,4,214,350,7,357,81,7,2,6,13,28,1,175,4,3,-,-,3,4,0,0,0,1,0,0,0,0,0,6,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,17,SIN DATO,363,537,20, - ,1,F,502476b11842308d9b821bf9fe8e457a0c5dd03097659874a3428263fb4d96b3,02/06/2024 22:28:08,02/06/2024 22:32:18,02/06/2024 22:34:27,CASILLA,MOVIL,ACTA PREP
'211549C0100,'211549C01004,'21,PUEBLA,'115,PUEBLA,'1549,'01,C,'00,1,4,208,357,6,363,109,16,0,9,7,22,1,147,4,3,-,-,2,2,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,6,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,14,358,358,536,20, - ,1,F,97090010693fb07dca86bf65a2a1290049b2ec937d75d17869806be91eebcb7d,03/06/2024 00:02:18,03/06/2024 00:04:27,03/06/2024 01:24:11,CASILLA,MOVIL,ACTA PREP
'211550B0100,'211550B01004,'21,PUEBLA,'115,PUEBLA,'1550,'01,B,'00,1,4,284,480,3,483,81,16,1,18,26,30,0,246,5,2,-,-,4,2,0,0,0,2,0,1,0,0,0,4,3,3,0,0,0,10,1,0,0,0,0,1,2,0,1,1,2,0,0,5,0,1,0,0,0,0,16,483,484,734,20, - ,1,F,d0492ab9f031833ef494eb045444b27d53aa89577a8b81e987258d2e67d3f088,03/06/2024 05:25:31,03/06/2024 05:27:18,03/06/2024 05:31:38,CATD,ESCANER,ACTA PREP
'211550C0100,'211550C01004,'21,PUEBLA,'115,PUEBLA,'1550,'01,C,'00,1,4,325,437,4,441,59,12,3,11,27,23,3,239,3,2,-,-,3,3,1,0,0,2,0,0,0,0,0,2,3,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,11,0,0,4,0,0,1,1,0,0,12,430,430,734,20, - ,1,F,c905fbcd5785656713ff1b6aa45784484762d37d9192ce0951a3f2c5a2246b5a,02/06/2024 23:11:22,02/06/2024 23:13:16,02/06/2024 23:15:26,CASILLA,MOVIL,ACTA PREP
'211550C0200,'211550C02004,'21,PUEBLA,'115,PUEBLA,'1550,'02,C,'00,1,4,331,432,3,435,92,20,3,8,18,29,2,216,3,1,-,-,1,1,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,15,432,432,733,20, - ,1,F,c8b1d0918444bc4f77422ab4fbca853704bce8e184d062c282af4962151b3d7b,03/06/2024 05:34:24,03/06/2024 05:35:31,03/06/2024 05:39:30,CATD,ESCANER,ACTA PREP
